Area,Rooms,Price
998,7,925000
2158,7,1025000
1120,5,1325000
1220,6,1464000
2225,7,2475000
4332,16,3849000
775,4,600000
1432,6,710000
1125,5,738000
1059,5,792000
4120,14,1500000
1360,5,715000
1852,7,1380000
2940,13,2100000
796,4,440000
1320,6,825000
1365,6,860000
719,3,820000
1120,5,1325000
3145,7,3250000
968,5,1165000
1700,5,1657500
1403,5,1190000
1550,4,1611500
4903,11,14000000
1002,3,650000
440,2,915000
1412,6,1150000
1420,6,1400000
2400,11,1810000
1749,8,663000
1070,5,665000
1297,5,800000
666,3,303017
2853,8,3350000
1325,5,998000
2504,8,1100000
1575,7,1150000
690,3,675000
1396,9,1525000
3130,12,460000
1966,6,1450000
915,5,650000
1420,6,875000
2275,8,1350000
1195,5,1239000
1090,5,1295000
2200,7,2325000
1192,5,1340000
1290,7,400000
1050,5,750000
1310,7,1342000
959,4,500000
752,4,749000
1230,3,820000
1565,5,1700000
1390,6,1400000
936,4,738000
4300,11,8750000
919,5,1005000
2060,6,1300000
860,4,815000
2190,8,915000
1019,5,951000
1204,5,1010000
2459,9,1713000
1361,7,1050000
1000,4,990000
1318,5,1250000
1725,6,1441000
1037,4,780000
1000,5,1175000
1475,5,1190000
1662,5,1850000
2499,8,1500000
1,6,1930000
1350,8,620000
903,3,770000
910,6,1750000
1300,6,1100000
1737,7,2001000
1440,5,1100000
1321,6,1200000
1384,4,1275000
1041,4,900000
1525,5,1200000
1300,6,992000
1600,8,577000
3200,9,1250000
1180,4,1050000
1600,6,1350000
1500,5,1462500
1001,5,950000
1865,6,1125000
826,3,805000
2200,11,1436000
1236,4,1150000
1001,5,1600000
1115,5,1000000
1575,8,995000
950,5,899000
1340,7,1300000
4050,15,1450000
1364,6,1475000
1432,5,708000
735,3,650000
1372,5,1700000
2143,8,1900000
659,3,240053
1012,4,775000
1362,6,910000
1375,5,939000
1681,5,1550000
1290,6,1205000
1125,5,889000
1222,5,1279000
1220,5,1345000
1064,5,962000
1486,5,1250000
2100,6,1300000
1103,4,558000
2053,6,2600000
1717,8,1006000
962,4,701000
1100,12,1800000
701,4,790000
3485,7,5050000
1468,6,1649000
1640,6,1350500
1678,6,960000
1680,9,728000
2100,4,2000000
1622,6,905000
1579,5,1025000
1104,5,1015000
2275,7,1765000
1009,5,1250000
2103,7,553000
1198,5,790000
1325,5,865000
1145,6,1100000
585,3,242233
1104,5,1020000
1740,7,1130000
1500,7,1670000
2625,8,1795000
1852,7,1127000
1450,5,950000
1220,5,1345000
1335,5,1500000
1718,7,1265000
936,4,995000
1563,7,1251000
1068,5,575000
1850,8,925000
1450,6,952000
946,4,870000
797,3,685000
882,3,649000
791,5,800000
1370,6,720000
1353,7,1500000
2440,7,1280000
2954,7,1950000
1481,8,1065000
1700,7,1579000
1605,5,12000
1001,5,940000
1049,5,885000
1850,8,1420000
801,4,750000
1678,7,1410000
1130,4,1255000
1367,4,1275000
1650,7,1056000
1450,6,1240000
1585,7,1220000
1001,5,1320000
2031,7,1000000
852,3,875000
1628,4,995000
1500,8,1760000
1460,18,1355000
925,5,715000
2137,7,2200000
996,4,540000
1150,5,701000
1835,5,950000
1150,5,950000
3234,10,2087500
1128,4,900000
1000,7,1000000
3863,10,4999500
1498,7,658000
1519,7,755000
2942,9,3600000
1275,5,1045000
4692,10,3807000
1673,7,975000
1856,6,1371000
1400,6,1080000
608,3,548000
676,3,560000
1031,4,1031000
1240,4,1200000
1859,5,1700000
2052,4,3300000
650,3,688000
1102,4,1110000
1500,5,1185000
912,4,815000
670,4,800000
1164,5,1160000
750,4,739000
1545,5,1250000
1098,7,1300000
1264,6,1680000
659,3,271618
1100,4,1250000
1175,5,875000
1500,6,950000
3700,8,1600000
5172,13,4999500
3144,8,7100000
580,3,152500
2300,10,651000
858,4,875000
1484,6,805000
1100,6,949000
1150,6,820000
2867,13,1500000
1728,7,500000
850,4,640000
1125,5,750000
866,3,888000
746,3,1121000
1340,5,1350000
1000,4,1025000
766,2,830000
3000,7,3800000
666,3,303017
1850,5,898000
2750,8,1603432
2362,10,1900000
828,4,1009000
1829,6,2100000
1805,7,2475000
2100,5,1380000
1577,7,1675000
432,1,485000
710,3,915000
801,3,725000
1044,6,780000
1062,5,1565000
1378,5,1150000
3000,15,1410000
1870,6,1975000
2555,6,2525000
2015,8,2810000
1550,6,890000
574,2,630000
1171,7,1230000
1727,7,711000
592,2,415000
1040,4,1050000
2540,9,1090000
822,3,660000
541,3,405000
815,5,860000
1017,3,830000
1250,5,1360000
1250,5,700000
1432,6,768000
1643,7,903000
1595,5,1350000
3082,9,2250000
1223,5,780000
1436,5,2326000
1197,5,1060000
1175,5,690000
3700,13,2850000
1900,8,1538000
669,3,390000
1375,7,735000
518,2,388000
768,3,724000
1386,6,1670000
650,2,500000
2500,7,3300000
700,3,270000
1211,5,999500
2235,14,1040000
1660,6,1115000
1850,4,1165000
1616,7,815000
1782,7,850000
1822,6,1325000
2200,14,1875000
1800,10,2400000
1434,5,1400000
850,4,720000
850,4,850000
1500,5,915000
1275,6,1235000
1825,5,1790000
2500,8,3422500
1018,5,502500
2864,13,605000
1175,4,725000
1900,5,1735000
1596,5,1740000
2073,7,1000000
1151,4,1715000
980,6,712000
1210,4,910000
892,5,612000
942,3,888000
1718,5,1400000
1012,5,1225888
1910,7,2025000
638,2,485000
2340,8,1295000
1608,7,1531000
1280,6,751000
2395,6,2975000
1559,4,1500000
822,3,690000
1478,6,1662000
2805,4,3525000
1109,4,790000
2667,10,1850000
1800,8,1175000
1400,6,576000
1769,4,1300000
2296,9,1448000
1467,6,1000000
2668,10,3800000
2000,4,825000
1250,5,680000
3655,16,1470000
964,7,1050000
1115,5,1155000
1752,5,1825000
1449,7,1350000
1395,6,1515000
2101,6,1038000
2436,7,2225000
1150,5,690000
1240,5,1425000
1510,6,878000
2350,7,2800000
1410,8,1395000
2230,9,7450000
1500,5,745000
855,4,720000
4675,10,3576000
2643,11,2450000
3245,11,2868000
831,4,765000
787,3,730000
1537,6,1208000
1600,7,3225000
1498,5,850000
450,2,350000
1169,5,1100000
689,3,708000
1450,12,1777000
2500,8,2300000
2043,7,1958000
780,4,74000
1208,5,1375000
3170,9,3750000
1609,8,1260000
1050,5,1265000
800,4,1292000
1193,6,1705000
1386,6,605000
922,5,652000
1312,6,1065000
1300,5,1200000
1855,6,1310000
1560,6,1815000
1162,6,830000
1123,5,1278000
2012,8,1335000
1295,8,975000
1488,6,1090000
2248,7,1365000
2800,11,1900000
1674,5,1728000
3488,14,2000000
2295,8,1680000
987,4,940000
1650,5,259000
1020,4,540000
1300,6,400000
1260,6,1336000
1764,2,930000
656,3,790000
807,3,690000
872,5,848000
983,2,925000
1243,5,1415000
1164,4,815000
1610,6,1310000
2500,9,1440000
1250,5,625000
1182,5,680000
1700,7,880000
2300,12,1030000
1930,5,2000000
1325,5,1150000
1617,8,1410000
1770,6,1600000
1155,8,1925000
1750,6,2430000
1858,6,1105000
2225,8,1425000
1758,10,838500
1200,5,870000
1627,6,930000
1800,4,2400000
844,4,620000
1926,8,1572000
1500,5,1300000
838,4,900000
2041,6,1895000
2177,8,2187500
560,4,450000
792,4,630000
3338,8,3495000
1260,5,940000
1108,5,940000
1500,9,960000
3270,10,975000
1188,5,1100000
1394,5,1676000
1900,6,1615000
1825,6,1750000
2188,7,2010000
3480,9,3475000
2808,9,2181000
1196,6,815000
2219,7,2750000
1019,5,600000
825,5,660000
1940,9,1412000
1056,7,1115000
1320,5,745000
605,3,750000
908,2,820000
1333,6,1550000
1341,6,1320000
1082,5,630000
1652,7,1300000
1445,6,361000
1920,8,1100000
1978,6,1607000
650,3,770000
478,2,503000
1981,2,1745000
788,5,878000
1100,6,1150000
1275,6,1300000
1411,6,1500000
1440,7,1565000
1152,7,865000
2763,4,485000
950,4,900000
2013,6,960000
967,4,445000
1750,7,629000
1150,5,720000
2155,5,1750000
1755,6,1350000
990,4,700000
1862,12,2125000
1875,7,1589000
1581,5,1900000
968,4,530000
2024,11,1300000
1285,7,792000
1428,8,900000
655,3,650000
1025,3,957000
575,3,550000
1019,5,1311000
1547,6,825000
961,5,941750
2350,7,2025000
2300,8,1580000
1371,7,740000
3991,11,2450000
825,4,760000
2215,10,941000
1160,5,955000
1387,4,1000000
820,3,725000
1089,5,1050000
2014,8,1055000
1272,5,1030000
785,3,670000
2256,6,1737500
2800,8,1888000
2850,7,2452000
1790,8,1850000
1709,6,1810000
1167,7,925000
2400,9,1850000
2015,6,1295000
1168,9,1250000
1257,4,1187000
1517,6,1263000
2700,12,2000000
2178,7,2010000
1601,5,1555000
1600,6,815000
1400,6,960000
2610,10,1061000
2763,6,2500000
992,4,815000
867,4,830000
1147,6,1000000
2500,7,2600000
1229,2,1095000
800,5,600000
907,4,742000
916,5,910000
650,10,1188000
1378,6,870000
1303,5,1400000
702,4,600000
4465,10,4681000
1087,5,521000
557,3,625000
1800,8,1270000
1240,4,1200000
956,5,683000
979,4,800000
1501,2,1164500
1433,5,2100000
2536,7,1875000
667,3,756000
1424,5,1330000
1772,6,1970000
3000,11,2650000
810,4,770000
1268,5,1210000
1208,4,1300000
1920,7,2265000
1325,9,950000
1500,5,990000
1519,6,1437500
2848,8,3250000
1610,10,1220000
1125,5,852000
1284,4,1225000
1695,6,1125000
4992,13,3540000
1600,5,715000
1868,6,1225000
2956,8,1800000
1199,5,900000
520,4,1425000
2000,8,1320000
1298,6,1475000
2100,7,733000
1600,7,740000
650,3,729000
1150,5,1280000
1650,8,1775000
750,4,450000
1590,5,1325000
2904,14,1050000
2300,7,1850000
1896,8,943000
1908,6,1275000
1096,5,850000
861,3,860000
947,5,1212500
759,3,760000
1073,4,935000
1216,4,985000
1740,5,1740000
484,3,495000
1900,5,180000
910,4,800000
1012,5,855000
3215,14,1550000
1019,4,700000
3945,11,3800000
2020,6,1300000
670,3,450000
669,3,405000
672,2,650000
1133,5,1600000
894,5,825000
990,5,1246000
983,4,983000
1502,7,1160000
733,4,760000
668,3,768500
1442,4,1130000
2386,6,1980000
1111,5,1250000
1250,6,1405000
1317,6,888000
1130,6,925000
612,3,1315000
858,4,538000
990,4,650000
1353,6,705000
2924,10,367500
1901,8,1589000
1600,5,812000
1138,5,835000
3877,9,2858501
2285,8,1400000
885,4,585000
1505,7,930000
1872,7,1300000
800,4,803000
2100,10,1240000
800,5,430000
1700,5,1200000
900,5,807000
935,4,557000
1125,5,880000
642,3,675000
1502,6,825000
2300,5,1070000
2600,5,1630000
1200,5,570000
1452,6,795000
639,3,611000
735,3,725000
1800,6,1795000
673,4,675000
936,4,1000000
1236,6,665000
828,3,1150000
2262,8,1800000
3150,13,1900000
975,4,950000
1122,5,1085000
1368,6,270000
1955,7,1550000
719,3,820000
3000,10,2410000
1355,6,875000
1348,5,1100500
1664,9,1405000
741,4,890000
1900,6,1550000
2000,6,712000
904,5,815000
1080,5,938000
1166,4,1410000
1278,4,1600000
860,3,745000
1109,4,1130000
1170,4,750000
2101,8,860000
1522,7,1500000
2455,9,1200000
1025,5,1771000
840,4,960000
1800,8,709000
1930,8,1116000
2650,8,2350000
1578,7,1550000
745,3,418000
850,4,805000
923,5,1116500
3500,10,2681000
2600,9,763000
1250,6,1190000
836,4,805000
1925,6,1950000
1653,7,1300000
2250,10,1910000
1821,6,1040000
1900,5,1084000
1545,6,1250000
2070,6,3310000
1424,8,350000
1725,6,823000
837,4,720000
2176,7,3450000
1450,8,1375000
1700,7,1148000
769,4,1550000
1900,7,1700000
2608,8,1900000
1350,3,1950000
2188,7,2430000
1600,8,1300000
1988,8,1275000
957,4,585000
1573,6,950000
1309,4,1700000
1204,2,905000
1571,7,1178000
1250,5,690000
1440,7,1240000
1665,6,187500
1850,6,1500000
1773,5,2310000
1775,8,980000
2400,6,5700
659,3,675000
1208,5,1200000
4283,10,3825000
987,4,700000
2500,7,1662000
995,5,1050000
1373,4,480000
1011,6,675000
1275,8,575000
2063,7,1382000
1250,3,901000
1000,3,740000
968,4,959000
1500,6,1275000
1228,6,772000
1830,8,1200000
2068,7,1450000
1035,5,900000
1472,5,929000
1350,6,1100000
773,4,982000
672,3,526000
738,3,690000
1100,3,780000
1076,3,800000
1785,5,905000
2300,6,1520000
1275,5,1000000
2297,8,2025000
2332,6,2400000
763,4,575000
1020,7,888000
1812,6,1012500
1063,5,545000
985,4,925000
1295,7,888000
775,4,825000
1700,8,670000
1835,9,1240000
2800,10,1050000
3845,14,2250000
1579,6,750000
1672,6,975000
1741,8,6700000
1582,8,990000
665,3,426000
1341,4,630000
1125,5,660000
1550,5,1830000
1729,8,1450000
1075,4,1410000
1000,5,680000
639,3,677000
800,3,860000
456,2,377000
1350,6,1200000
2849,6,1100000
1115,4,1511000
1910,5,2700000
732,3,619000
882,5,630000
1526,6,1295000
1800,8,805000
1300,7,940000
1680,6,1650000
1818,6,925000
811,5,1106000
1348,5,1263000
1245,5,1275000
1939,6,1840000
990,6,855000
1040,2,795000
1350,6,1055000
1300,5,1150000
1186,5,628500
1840,8,890000
1242,5,1205000
1300,7,480000
1245,5,805000
1151,5,810000
781,4,465000
1258,6,700000
2250,8,1225000
1567,4,1238000
1250,5,446500
1726,4,1385000
1018,6,1150000
1950,6,775000
2451,7,1500000
1416,6,980000
1585,6,1000000
1700,7,1185000
1080,4,665000
1141,5,683000
636,3,599000
1695,6,1550000
1302,5,899000
1250,5,1100000
1224,5,1200000
1012,4,810000
1235,6,1070000
1580,6,800000
1672,7,1300000
1235,5,1180000
412,1,490000
1319,4,1300000
1530,8,930000
1332,7,800000
1700,5,1050000
983,4,946000
890,4,994000
1700,5,2162500
2770,8,2500000
1650,10,1420000
2370,6,1790000
2500,7,3005000
1770,7,1475000
1162,5,865000
4436,9,3012000
1258,4,888000
1465,5,915000
1441,5,1000000
1500,5,1180000
850,4,750000
2100,7,2200000
4930,9,4388000
954,4,1002000
1200,5,1495000
2955,9,5700000
1353,7,1200000
1440,5,675000
1315,5,735000
1005,5,775000
1363,4,975000
989,4,1050000
2244,5,1550000
984,4,540000
1409,3,1074000
1740,6,2075000
2042,9,1375000
1461,6,1525000
750,5,554500
1484,5,1125000
2400,8,2325000
1310,6,1300000
1975,6,1320000
3618,13,1350000
1950,8,1280000
1510,7,904000
631,3,570000
1775,8,765500
2615,9,2300000
750,4,1550000
1147,6,520000
2470,13,1275000
700,4,649000
1696,5,1750000
1300,6,750000
1152,5,950000
1019,4,285000
890,4,994000
968,4,940000
985,4,959000
936,4,999500
1300,6,976000
808,3,1037500
821,5,1250000
2971,6,1788000
893,3,795000
1300,5,1420000
660,4,652000
1308,7,1000000
700,4,477000
1412,6,875000
360,3,955000
2300,8,3700100
1212,5,733000
1200,6,850000
1416,4,1170000
2840,9,2700000
1432,7,1100000
1500,6,810000
1438,5,1140000
4952,18,1709000
1468,5,2275000
1000,4,465000
1087,5,960000
1599,6,1600000
1063,5,552000
1057,5,650000
2300,7,845000
730,4,681000
1800,6,1150000
1700,5,700000
1672,6,1150500
1227,5,1135000
1183,5,665000
890,4,1342000
474,2,363000
1325,5,1349000
2125,9,1450000
706,3,480000
968,4,903000
1670,6,1900000
3795,7,5350000
1035,5,875000
1994,10,1070000
1210,6,690000
5130,13,4150000
739,3,401000
1012,4,820000
775,4,752000
3740,15,1288000
2206,13,1750000
3293,7,2165000
2104,12,1150000
1043,4,799000
1616,6,2415500
1080,3,875000
1140,4,1125000
2250,9,850000
1214,5,680000
1107,7,900000
1346,5,1575000
1850,2,1700000
1514,6,871000
1700,5,1350000
1065,5,829000
2340,10,2650000
960,5,630000
1560,8,1130000
1060,5,730000
1125,5,855000
747,4,899000
1530,7,1300000
1179,5,900000
2283,8,1302000
1794,7,1270000
2100,10,1758000
2900,11,2200000
1344,8,968000
1696,7,1250000
2150,9,1650000
825,4,898000
1125,5,880000
2683,8,3400000
1200,6,842000
750,4,1200000
1725,10,2300000
977,4,1075000
1857,7,1008000
1324,5,1300000
1309,4,1320000
917,4,950000
1790,6,1600000
1529,7,600000
2298,7,2475000
3295,7,3750000
1163,5,950000
1850,5,1050000
804,3,660000
2963,11,2500000
1500,5,1500000
1591,6,1500000
1700,13,2930000
1025,4,740000
1329,5,1255000
1166,5,875000
1944,7,2025000
2600,8,2800000
2938,8,2450000
1300,6,1000000
1684,7,1130000
1636,5,1250000
882,4,875000
928,5,710000
2016,7,1810000
1755,7,1850000
1075,4,800000
1285,5,918000
2200,8,1275000
2100,9,2665000
1178,4,600000
955,4,708000
1424,5,805000
1456,3,1485000
2420,6,2850000
1275,5,930000
948,4,925000
1183,5,1070000
1090,5,830000
949,4,880000
1100,5,1300000
1554,5,2050000
531,2,580000
750,3,246000
1003,5,1228000
1509,6,1750000
2200,8,1975000
1500,6,950000
1149,4,975000
1125,5,1097000
880,5,1120000
1321,4,700000
3000,8,1300000
1062,4,1083000
1788,7,1900000
1640,5,1175000
2177,9,1100000
1279,4,1080000
1750,5,1149000
1490,5,1300000
1446,6,1300000
1467,5,1090000
1800,7,1200000
2234,9,1210000
1422,7,710000
1818,6,1115000
800,4,750000
1681,5,2400000
984,5,550000
730,4,790000
1531,5,1850000
464,3,635000
1112,4,760000
1054,5,1175000
879,3,785000
1280,6,1400500
950,4,601500
2637,8,1450000
417,5,450000
1541,6,925000
836,4,685000
1307,5,1580000
686,4,580000
822,3,785000
681,3,745000
1877,6,1950000
750,4,525000
1338,5,1150000
1842,8,1804000
1546,4,720000
1643,7,860000
1320,6,950000
1722,6,1775000
3140,8,4650000
1118,5,620000
1858,7,860000
677,4,525000
2400,5,3730000
660,4,640000
1125,6,785000
1450,3,1530000
3866,18,1850000
1310,5,1005000
1490,5,1215000
1656,6,1100000
1420,6,1330000
1363,5,1450000
3644,8,3650000
3200,5,825000
968,4,899000
683,3,745000
1550,6,1500000
1850,5,900000
1788,6,2073500
2162,7,1990000
613,2,560000
1169,5,600000
830,4,625000
605,3,635000
962,4,725000
1600,6,725000
1850,8,736000
2115,8,889000
1350,7,950000
985,3,1099000
1054,5,1130000
1500,5,1245000
4100,15,2100000
1928,5,2125000
2450,7,3000000
2616,8,3115000
1670,5,3150000
3633,8,3300000
3045,7,3500000
1667,6,1750000
783,4,669000
985,4,286500
1650,5,950000
930,5,1030000
1100,5,2160000
1113,4,1187000
2990,10,1200000
1141,6,1385000
1710,8,1875000
1560,7,2600000
383,2,408500
1210,5,630000
1300,6,757000
989,3,825000
1065,5,890000
1290,7,910000
981,4,925000
1100,4,950000
2000,9,1050000
1522,6,1260000
1220,4,1450000
1200,5,1850000
5400,15,4700000
437,2,435000
383,2,450000
432,1,455000
640,2,683500
1168,6,770000
1518,6,1438000
1313,5,995000
920,5,1109000
966,5,1205000
1800,8,1250000
1225,4,1381000
1265,5,1625000
3635,7,1785000
1956,7,2475000
900,5,4500000
1037,5,575000
855,4,820000
1625,6,940000
1272,5,950000
2150,5,950000
5050,18,2390000
804,3,400000
720,4,552000
1134,4,600000
1025,5,630000
700,4,675500
1050,4,776000
640,4,1030000
2745,14,2000000
1845,7,1150000
1376,5,1200000
2470,7,1260000
1650,6,1700000
2442,7,2185000
2200,10,2675000
2334,6,3300000
925,4,503000
925,5,530000
825,3,725000
1065,5,550000
875,4,600000
862,4,630000
1940,8,1010000
1340,5,725000
650,3,734000
1362,6,820000
786,4,839000
1250,5,850000
1350,5,870000
2700,11,950000
1933,9,1038000
1100,5,1072000
1113,4,285000
1113,4,1180000
1875,6,1200000
1257,6,1395000
1165,4,1495000
1550,6,1565000
2000,6,2100000
1015,5,1260000
1044,4,825000
504,4,470000
1072,5,1856000
1410,4,995000
1214,5,1043000
3002,13,1710000
875,4,360000
985,4,286500
770,4,254000
523,3,631000
851,3,825000
1500,5,900000
1120,5,1425000
1288,6,800000
1680,7,810000
1660,7,1060000
942,4,925000
1040,4,950000
1134,4,1100000
1365,7,1450000
2587,7,5400000
800,4,420000
2090,8,680000
896,3,725000
1118,5,1000000
1906,6,1465000
2070,7,3100000
4220,14,2355000
1643,9,1140000
591,3,650000
1518,5,1057500
1698,4,1325000
590,2,600
1188,4,880000
1296,4,903500
998,4,950000
1552,4,1251000
1100,6,1500000
1712,5,2060000
1000,6,685000
703,2,690000
1017,6,1690000
668,3,553000
1717,6,1125000
1021,4,965000
1176,4,975000
1400,5,1200000
2312,12,2360000
2208,8,2500000
746,3,370000
747,3,481000
2351,7,1700000
2025,9,850000
789,4,823000
650,3,729000
1030,5,1140000
2598,7,2650000
1400,4,1580000
1056,5,875000
4386,11,7750000
2460,8,1205000
1503,5,1381000
1015,4,965000
1876,7,1100000
3418,9,2090000
9378,15,9500000
1301,5,1010000
2205,11,1495000
850,4,521500
1225,5,790000
1166,4,1450000
1259,4,1860000
850,3,649000
800,4,756000
1143,5,805000
1955,5,1975000
2045,9,3018000
1515,5,1370000
1154,5,1150000
739,4,628000
733,2,675000
1300,5,2600000
946,3,750000
1517,4,1525000
1155,4,233000
1257,6,1520000
1553,6,2000000
936,4,580000
944,4,830000
1029,5,750000
2949,10,1770000
1952,8,860000
1811,7,1462000
1970,7,2150000
906,6,540000
1776,6,1044500
1525,5,1200000
1058,5,1320000
1866,7,1450000
2402,8,680000
1303,5,1308000
555,3,607500
1470,7,710000
2004,8,2329000
902,5,835000
1808,7,1175000
1000,8,702000
1131,4,887000
1620,6,1300000
1410,6,1197000
1758,8,1035000
2442,7,4150000
1003,5,249000
1546,5,880000
1885,9,860000
978,4,880000
1844,7,1650000
1586,6,1635000
1455,5,1125000
2150,5,1753000
1043,5,950000
845,12,615000
1129,4,925000
1238,4,1460000
694,3,729000
744,3,570000
1205,5,1300000
1789,7,1635000
1000,4,1082000
3685,9,2895000
998,3,1005000
1212,5,900000
1704,4,1250000
1548,9,950000
1525,6,788000
1756,8,905000
652,3,560000
1365,5,1150000
850,2,680000
825,4,700000
1262,6,1195000
610,4,625000
787,4,875000
1916,9,1190000
1057,3,760000
1434,6,1185000
2130,8,1295000
1841,5,1850000
1510,5,1418000
1308,7,1135000
1318,5,1465000
1755,7,710000
1656,6,1400000
991,5,1100000
829,4,862000
3300,5,1085000
1325,6,1010000
982,4,723000
1250,5,915000
1600,6,1275000
1043,3,925000
852,3,825000
1856,6,1800000
653,3,485000
1321,5,1160000
2500,7,1569000
1200,5,935000
1725,6,1050000
4540,15,3416500
999,5,960000
1026,5,1020000
1407,6,1250000
1301,8,900000
1320,5,1400000
1450,8,1175000
2000,5,1650000
1014,5,900000
2283,8,1900000
1864,7,2150000
1443,6,1215000
1358,5,1280500
1600,7,1410000
2822,8,2425000
5460,22,675000
930,3,805000
1600,6,1625000
1238,5,1550000
1643,5,1350000
2026,6,2014000
1025,5,810000
1692,6,1410000
680,3,710000
2380,7,1880000
885,4,655000
1145,5,800000
960,3,1015000
1310,5,1425000
1080,5,760000
1024,6,805000
1487,4,1000000
1564,5,1300000
579,3,550000
1274,4,1030000
1302,5,735000
1050,5,951000
1356,6,1415000
3600,12,1535000
1560,6,1800000
3015,10,3300000
2690,10,1480000
4200,15,2600000
5500,12,5375000
1050,5,1104713
1334,5,1307000
1384,4,610000
3000,9,2850000
684,3,755000
2400,7,699500
1436,6,1175000
2050,5,1500000
1375,5,1033000
1795,6,2000000
1365,5,950000
700,3,800000
995,5,750000
1400,8,626000
1655,5,757500
5613,10,200000
837,4,975000
1826,6,1735000
1579,8,2200000
764,3,851000
1043,4,955000
1350,5,1361000
823,3,659000
839,4,925000
2561,7,2410000
975,4,920000
1218,3,1050000
1268,5,1175000
1030,5,900000
3032,16,1459000
1384,9,1710000
1690,7,835000
733,4,685000
1401,5,1440000
1070,4,1075000
1162,5,921500
2050,6,2050000
1494,6,1231000
1900,6,1727000
1672,8,1050000
2900,8,3625000
2425,11,945000
1768,10,1100000
944,6,1012000
2124,7,1160000
805,3,1000000
3478,10,1237500
1878,8,700000
1760,7,1099000
801,3,885000
1676,5,1850000
1599,6,3375000
5526,18,1225000
1314,5,1375000
3814,12,3703000
1359,6,650000
1475,6,705000
1125,5,1180569
1100,4,1420000
1540,6,1995000
1850,6,950000
1360,5,1300000
1607,6,1350000
1630,6,1475000
1196,5,720000
1180,6,955000
2613,8,3200000
2500,9,900000
2233,6,2015000
1375,6,1115000
1120,5,1400000
1179,4,725000
2440,9,2050000
1629,8,850000
2400,6,2300000
1870,6,2500000
2818,12,2800000
834,4,725000
1803,6,772000
1813,6,750000
1700,26,1678000
838,4,800000
1408,5,1100000
1437,4,1200000
2435,12,1450000
7360,14,5000000
1105,6,1050000
953,4,760000
1225,5,638000
2007,7,980000
1168,6,637000
3400,6,2500000
2200,6,850100
1019,4,720500
718,3,605000
836,3,749000
1181,3,780000
2252,6,1406500
1330,4,310000
914,4,124500
2996,8,785000
2074,6,1000000
1523,11,1525000
1876,8,1700000
3000,7,5625000
1407,6,1020000
2400,6,3110000
2643,8,1460000
2304,7,1901000
1400,5,575000
800,4,689118
1606,7,680000
1562,6,1580000
1237,5,950000
664,3,725000
1106,4,985000
1167,4,1490000
894,5,338500
1350,4,1395000
927,5,775000
1250,5,1190000
941,5,1250000
1308,6,1405000
1367,6,1500000
1489,7,1960000
1937,5,2100000
744,3,625000
1380,6,840000
1808,7,1060000
2578,8,1810000
2030,6,2435000
1100,5,600000
2680,12,1300000
918,4,901000
1412,5,2150000
3040,6,3000000
1244,7,1011000
1900,7,444000
3178,5,2825000
3150,11,1560000
1250,5,840000
1460,5,965000
1550,6,980000
1700,6,1400000
1200,4,1650000
956,5,650000
1226,4,310000
1559,6,1525000
2461,8,1738000
1445,5,1125000
1578,5,1505000
2400,8,1800000
1170,6,662000
1756,6,1107000
1077,4,1125000
932,4,849000
1907,5,1800000
2300,9,495000
1901,5,1249000
2060,9,2300000
1330,5,1450000
1230,6,870000
889,6,1150000
1290,5,818000
539,3,705000
518,3,610000
975,5,850000
785,3,440000
1823,6,2335000
1290,4,810000
1000,5,1050000
1340,6,820000
1150,4,1155000
2439,6,1595000
1512,5,1995000
1949,7,2495000
1246,5,1165000
1305,6,1278000
2840,10,1575000
1600,6,1270000
1689,6,1200000
1563,6,1200000
1213,5,830000
1032,6,890000
1701,6,1750000
2012,7,916000
2479,9,975000
2491,6,1625000
1052,8,1400000
621,2,560000
728,2,720000
852,3,880000
1248,4,900000
1200,5,1250000
1300,6,710000
1318,5,760000
1758,5,1349000
2200,7,2100000
1419,6,1310000
2927,7,1750000
1025,4,870000
957,4,930000
1500,7,1750000
2420,11,2300000
2700,7,4000000
956,4,715000
1803,7,2445000
1078,3,590000
1089,5,1200000
864,3,751000
962,3,779000
2410,10,2507000
3200,9,3100000
2100,9,850000
1514,6,1330000
2102,7,1710000
4790,16,2650000
592,3,680000
2000,7,1850000
2075,9,3025000
1341,4,630000
818,4,560000
1027,5,1375000
1464,7,510000
933,3,835000
1190,4,1205000
1149,4,900000
1222,5,1015000
857,4,875000
1612,5,1785000
1190,5,1010000
1525,6,1100000
2096,7,1810000
2400,8,2700000
1325,5,1500000
1533,7,2200000
1233,6,750000
1275,6,1000000
670,3,665000
1789,6,1740000
567,2,575000
933,3,647000
860,5,1800000
1853,6,1495000
554,2,672000
1106,4,533000
1972,9,645000
1850,6,2000000
1221,14,2095000
691,3,700000
750,3,720000
1089,4,1060000
1561,4,1180000
1384,5,1225000
3335,7,1500000
847,5,828000
1554,5,1225000
2976,8,2165000
1445,7,1265000
1237,5,1475000
2400,9,758000
1032,6,910000
2046,5,3650000
989,3,655000
2173,7,2250000
1578,7,1550000
3482,16,1750000
1422,7,701000
1275,6,715000
1600,5,1100000
1620,8,1200000
3421,8,3425000
1432,6,750000
2354,6,2066000
889,3,899000
27275,6,600000
1022,5,899000
2784,11,1125000
2750,8,2703000
1760,5,1200000
1208,6,700000
935,4,821000
581,2,540000
1316,5,1010000
1360,6,1285000
2622,6,1550000
1237,5,945000
